(2196, 474)#(474, 2498)#(2498, 1537)#(1537, 2329)#(2329, 148)#(148, 4260)#(4260, 4955)#(4955, 2124)#(2124, 111)#(111, 318)#(318, 51)#(51, 1198)#(1198, 846)
(1187, 1078)#(1078, 148)#(148, 1245)#(1245, 1172)#(1172, 3934)#(3934, 363)#(363, 800)#(800, 1842)#(1842, 111)#(111, 1910)#(1910, 727)#(727, 2588)#(2588, 4903)#(4903, 376)
(530, 3024)#(3024, 1459)#(1459, 1874)#(1874, 3779)#(3779, 1317)#(1317, 148)#(148, 4866)#(4866, 4163)#(4163, 4129)#(4129, 318)#(318, 846)#(846, 51)#(51, 526)#(526, 898)
(3179, 2328)#(2328, 3916)#(3916, 148)#(148, 3877)#(3877, 3353)#(3353, 1627)#(1627, 2272)#(2272, 4628)#(4628, 355)#(355, 1198)#(1198, 846)#(846, 1942)#(1942, 3490)
(2013, 1084)#(1084, 1655)#(1655, 1072)#(1072, 3084)#(3084, 2720)#(2720, 148)#(148, 2372)#(2372, 3185)#(3185, 2187)#(2187, 2710)#(2710, 1944)#(1944, 4238)#(4238, 2876)#(2876, 740)
(2006, 4230)#(4230, 3179)#(3179, 1965)#(1965, 3003)#(3003, 4037)#(4037, 3616)#(3616, 3652)#(3652, 2052)#(2052, 3446)#(3446, 2331)#(2331, 148)#(148, 219)#(219, 4260)#(4260, 3187)
(551, 1368)#(1368, 2086)#(2086, 2523)#(2523, 3279)#(3279, 3352)#(3352, 698)#(698, 1633)#(1633, 2907)#(2907, 148)#(148, 3089)#(3089, 3244)#(3244, 3993)#(3993, 3551)#(3551, 2867)
(1531, 1176)#(1176, 1081)#(1081, 846)#(846, 3072)#(3072, 3924)#(3924, 148)#(148, 453)#(453, 1329)#(1329, 1535)#(1535, 2489)#(2489, 1947)#(1947, 1363)#(1363, 2271)#(2271, 1828)
(148, 1245)#(1245, 1335)#(1335, 2548)#(2548, 555)#(555, 971)#(971, 2983)#(2983, 3338)#(3338, 29)#(29, 605)#(605, 749)#(749, 2087)#(2087, 2775)#(2775, 51)#(51, 333)
(1881, 2270)#(2270, 1211)#(1211, 818)#(818, 1830)#(1830, 1537)#(1537, 2312)#(2312, 2015)#(2015, 1386)#(1386, 3520)#(3520, 2316)#(2316, 148)#(148, 2215)#(2215, 1017)#(1017, 1353)
(427, 148)#(148, 2859)#(2859, 49)#(49, 51)#(51, 526)#(526, 1567)#(1567, 4786)#(4786, 4903)#(4903, 4215)#(4215, 111)#(111, 3490)#(3490, 4171)#(4171, 355)#(355, 296)
(2, 27)#(27, 37)#(37, 63)#(63, 141)#(141, 142)#(142, 35)#(35, 40)#(40, 148)#(148, 151)#(151, 160)#(160, 217)#(217, 219)#(219, 222)#(222, 223)
(7, 11)#(11, 12)#(12, 17)#(17, 101)#(101, 23)#(23, 40)#(40, 111)#(111, 145)#(145, 148)#(148, 151)#(151, 161)#(161, 162)#(162, 166)#(166, 169)
(111, 148)#(148, 151)#(151, 154)#(154, 161)#(161, 162)#(162, 223)#(223, 225)#(225, 230)#(230, 343)#(343, 417)#(417, 426)#(426, 430)#(430, 433)#(433, 434)
(1664, 715)#(715, 3908)#(3908, 4050)#(4050, 3180)#(3180, 148)#(148, 906)#(906, 1544)#(1544, 2688)#(2688, 355)#(355, 1648)#(1648, 1947)#(1947, 2646)#(2646, 2775)#(2775, 1880)
(1167, 326)#(326, 1409)#(1409, 412)#(412, 3721)#(3721, 2346)#(2346, 3170)#(3170, 1539)#(1539, 148)#(148, 267)#(267, 4888)#(4888, 2002)#(2002, 2635)#(2635, 4637)#(4637, 1116)
(20, 45)#(45, 48)#(48, 111)#(111, 148)#(148, 149)#(149, 151)#(151, 166)#(166, 169)#(169, 173)#(173, 176)#(176, 189)#(189, 231)#(231, 249)#(249, 256)
(4270, 1345)#(1345, 2624)#(2624, 3610)#(3610, 1003)#(1003, 2296)#(2296, 3179)#(3179, 204)#(204, 2385)#(2385, 3170)#(3170, 1568)#(1568, 3352)#(3352, 148)#(148, 3993)#(3993, 1491)
(2721, 1276)#(1276, 2618)#(2618, 1924)#(1924, 1913)#(1913, 181)#(181, 3216)#(3216, 789)#(789, 61)#(61, 148)#(148, 4888)#(4888, 2197)#(2197, 4586)#(4586, 2041)#(2041, 64)
(2489, 2876)#(2876, 2247)#(2247, 1947)#(1947, 296)#(296, 3490)#(3490, 1070)#(1070, 3920)#(3920, 3943)#(3943, 605)#(605, 1628)#(1628, 4804)#(4804, 148)#(148, 2447)#(2447, 2321)
(326, 4230)#(4230, 2396)#(2396, 545)#(545, 2329)#(2329, 2331)#(2331, 2219)#(2219, 148)#(148, 2936)#(2936, 3062)#(3062, 4123)#(4123, 1872)#(1872, 2338)#(2338, 954)#(954, 1011)
(2334, 3774)#(3774, 4428)#(4428, 355)#(355, 439)#(439, 2212)#(2212, 1880)#(1880, 3618)#(3618, 112)#(112, 148)#(148, 3362)#(3362, 4467)#(4467, 1107)#(1107, 2775)#(2775, 3666)
(2922, 3173)#(3173, 1730)#(1730, 1542)#(1542, 381)#(381, 2320)#(2320, 2722)#(2722, 427)#(427, 1972)#(1972, 70)#(70, 2219)#(2219, 3993)#(3993, 3089)#(3089, 148)#(148, 318)
(2311, 171)#(171, 2231)#(2231, 148)#(148, 331)#(331, 3961)#(3961, 1344)#(1344, 2589)#(2589, 3908)#(3908, 3882)#(3882, 4881)#(4881, 740)#(740, 318)#(318, 3201)#(3201, 2775)
(332, 775)#(775, 2196)#(2196, 1316)#(1316, 3172)#(3172, 474)#(474, 2788)#(2788, 1983)#(1983, 1164)#(1164, 4798)#(4798, 148)#(148, 2423)#(2423, 4357)#(4357, 4260)#(4260, 1446)
(1244, 3610)#(3610, 4921)#(4921, 3016)#(3016, 534)#(534, 1540)#(1540, 2976)#(2976, 3893)#(3893, 3183)#(3183, 3993)#(3993, 148)#(148, 2589)#(2589, 1188)#(1188, 2033)#(2033, 2294)
(1660, 3467)#(3467, 4782)#(4782, 3609)#(3609, 1542)#(1542, 176)#(176, 3446)#(3446, 3183)#(3183, 148)#(148, 4260)#(4260, 3915)#(3915, 3868)#(3868, 4582)#(4582, 2551)#(2551, 2876)
(1366, 2629)#(2629, 554)#(554, 1710)#(1710, 3092)#(3092, 2498)#(2498, 3664)#(3664, 2937)#(2937, 1441)#(1441, 1232)#(1232, 3201)#(3201, 176)#(176, 148)#(148, 2365)#(2365, 2490)
(2346, 3652)#(3652, 148)#(148, 2630)#(2630, 2330)#(2330, 2082)#(2082, 318)#(318, 846)#(846, 1198)#(1198, 890)#(890, 740)#(740, 3349)#(3349, 2876)#(2876, 260)#(260, 1227)
(319, 1983)#(1983, 2937)#(2937, 1884)#(1884, 163)#(163, 531)#(531, 3721)#(3721, 3439)#(3439, 3102)#(3102, 148)#(148, 1692)#(1692, 426)#(426, 668)#(668, 1835)#(1835, 155)
(11, 37)#(37, 605)#(605, 635)#(635, 35)#(35, 585)#(585, 40)#(40, 48)#(48, 148)#(148, 169)#(169, 172)#(172, 194)#(194, 225)#(225, 253)#(253, 271)
(1017, 1174)#(1174, 1692)#(1692, 148)#(148, 1381)#(1381, 1842)#(1842, 2636)#(2636, 3323)#(3323, 3392)#(3392, 3438)#(3438, 3385)#(3385, 3464)#(3464, 3391)#(3391, 3461)#(3461, 3402)
(1339, 1866)#(1866, 2798)#(2798, 1830)#(1830, 1084)#(1084, 1757)#(1757, 2045)#(2045, 2560)#(2560, 3652)#(3652, 21)#(21, 3162)#(3162, 148)#(148, 4408)#(4408, 3075)#(3075, 1893)
(1710, 3629)#(3629, 440)#(440, 148)#(148, 1301)#(1301, 1604)#(1604, 2688)#(2688, 296)#(296, 3905)#(3905, 2876)#(2876, 2247)#(2247, 2273)#(2273, 2489)#(2489, 1716)#(1716, 1116)
(3279, 1660)#(1660, 3162)#(3162, 3075)#(3075, 148)#(148, 2423)#(2423, 3917)#(3917, 2330)#(2330, 4123)#(4123, 1400)#(1400, 1706)#(1706, 2252)#(2252, 3355)#(3355, 318)#(318, 526)
(2640, 217)#(217, 361)#(361, 613)#(613, 1660)#(1660, 1830)#(1830, 2922)#(2922, 1004)#(1004, 61)#(61, 2903)#(2903, 2774)#(2774, 2256)#(2256, 148)#(148, 1332)#(1332, 2002)
(3301, 2937)#(2937, 3016)#(3016, 3179)#(3179, 1965)#(1965, 3029)#(3029, 3201)#(3201, 2722)#(2722, 176)#(176, 1923)#(1923, 21)#(21, 3244)#(3244, 3656)#(3656, 148)#(148, 2630)
(2196, 715)#(715, 2069)#(2069, 1375)#(1375, 2523)#(2523, 440)#(440, 2722)#(2722, 1972)#(1972, 2060)#(2060, 148)#(148, 3244)#(3244, 267)#(267, 3877)#(3877, 318)#(318, 2489)
(1262, 2457)#(2457, 1152)#(1152, 1330)#(1330, 2499)#(2499, 4132)#(4132, 2645)#(2645, 148)#(148, 3382)#(3382, 2322)#(2322, 3908)#(3908, 3963)#(3963, 296)#(296, 318)#(318, 111)
(1590, 3016)#(3016, 380)#(380, 2560)#(2560, 518)#(518, 1568)#(1568, 1569)#(1569, 95)#(95, 3792)#(3792, 1539)#(1539, 148)#(148, 2007)#(2007, 170)#(170, 289)#(289, 3703)
(224, 148)#(148, 3366)#(3366, 2647)#(2647, 1086)#(1086, 2779)#(2779, 4881)#(4881, 2876)#(2876, 4786)#(4786, 4135)#(4135, 3920)#(3920, 4903)#(4903, 3092)#(3092, 1162)#(1162, 296)
(1710, 2574)#(2574, 159)#(159, 341)#(341, 1260)#(1260, 1312)#(1312, 2212)#(2212, 2166)#(2166, 1470)#(1470, 2825)#(2825, 2499)#(2499, 1085)#(1085, 2341)#(2341, 2302)#(2302, 148)
(1626, 2289)#(2289, 789)#(789, 2035)#(2035, 2518)#(2518, 3084)#(3084, 3652)#(3652, 176)#(176, 1804)#(1804, 2058)#(2058, 827)#(827, 148)#(148, 2936)#(2936, 4260)#(4260, 3598)
(2, 11)#(11, 12)#(12, 17)#(17, 22)#(22, 33)#(33, 7)#(7, 32)#(32, 40)#(40, 145)#(145, 148)#(148, 151)#(151, 154)#(154, 162)#(162, 164)
(108, 303)#(303, 1538)#(1538, 2346)#(2346, 3016)#(3016, 2053)#(2053, 4037)#(4037, 2035)#(2035, 2757)#(2757, 3652)#(3652, 827)#(827, 4773)#(4773, 148)#(148, 4786)#(4786, 2489)
(33, 82)#(82, 148)#(148, 826)#(826, 667)#(667, 1365)#(1365, 1430)#(1430, 1546)#(1546, 1444)#(1444, 2)#(2, 7)#(7, 18)#(18, 26)#(26, 48)#(48, 247)
(151, 40)#(40, 148)#(148, 166)#(166, 197)#(197, 208)#(208, 223)#(223, 224)#(224, 231)#(231, 235)#(235, 236)#(236, 296)#(296, 300)#(300, 336)#(336, 338)
(899, 371)#(371, 2063)#(2063, 908)#(908, 3390)#(3390, 1194)#(1194, 148)#(148, 1213)#(1213, 2946)#(2946, 4811)#(4811, 3005)#(3005, 112)#(112, 1227)#(1227, 909)#(909, 846)
(236, 1940)#(1940, 371)#(371, 2523)#(2523, 4356)#(4356, 908)#(908, 2656)#(2656, 902)#(902, 1542)#(1542, 262)#(262, 3244)#(3244, 148)#(148, 4260)#(4260, 2036)#(2036, 4637)
(2013, 1105)#(1105, 1986)#(1986, 2035)#(2035, 2560)#(2560, 2903)#(2903, 3170)#(3170, 2329)#(2329, 1923)#(1923, 1972)#(1972, 2774)#(2774, 2950)#(2950, 2907)#(2907, 3075)#(3075, 148)
(1250, 1913)#(1913, 148)#(148, 1216)#(1216, 816)#(816, 3182)#(3182, 2067)#(2067, 318)#(318, 1172)#(1172, 740)
(1276, 3017)#(3017, 1217)#(1217, 1620)#(1620, 1995)#(1995, 4270)#(4270, 2064)#(2064, 1409)#(1409, 2656)#(2656, 3016)#(3016, 1072)#(1072, 3014)#(3014, 2720)#(2720, 148)#(148, 3598)
(523, 1072)#(1072, 148)#(148, 170)#(170, 1005)#(1005, 3703)#(3703, 989)#(989, 2154)#(2154, 2777)#(2777, 2715)#(2715, 2490)#(2490, 407)#(407, 3561)#(3561, 2623)#(2623, 4627)
(11, 22)#(22, 33)#(33, 96)#(96, 113)#(113, 35)#(35, 111)#(111, 146)#(146, 148)#(148, 151)#(151, 154)#(154, 219)#(219, 223)#(223, 343)#(343, 348)
(1840, 2338)#(2338, 1295)#(1295, 108)#(108, 2865)#(2865, 2149)#(2149, 1711)#(1711, 2403)#(2403, 2705)#(2705, 3276)#(3276, 2720)#(2720, 3366)#(3366, 148)#(148, 2414)#(2414, 2294)
(111, 918)#(918, 4276)#(4276, 1567)#(1567, 1078)#(1078, 1628)#(1628, 35)#(35, 1187)#(1187, 488)#(488, 1458)#(1458, 171)#(171, 148)#(148, 2035)#(2035, 2480)#(2480, 1230)
(1999, 3171)#(3171, 715)#(715, 371)#(371, 1026)#(1026, 2069)#(2069, 1470)#(1470, 3402)#(3402, 2013)#(2013, 1660)#(1660, 1104)#(1104, 2331)#(2331, 148)#(148, 1662)#(1662, 2171)
(3536, 467)#(467, 3163)#(3163, 1626)#(1626, 3021)#(3021, 2868)#(2868, 4921)#(4921, 222)#(222, 1105)#(1105, 1009)#(1009, 1232)#(1232, 1638)#(1638, 3932)#(3932, 2331)#(2331, 148)
(773, 656)#(656, 277)#(277, 1021)#(1021, 999)#(999, 989)#(989, 3105)#(3105, 816)#(816, 4277)#(4277, 4781)#(4781, 1263)#(1263, 768)#(768, 4135)#(4135, 148)#(148, 4883)
(1567, 1745)#(1745, 2349)#(2349, 1574)#(1574, 332)#(332, 1175)#(1175, 2005)#(2005, 3064)#(3064, 3166)#(3166, 1206)#(1206, 148)#(148, 318)#(318, 1172)#(1172, 526)#(526, 590)
(20, 151)#(151, 343)#(343, 409)#(409, 23)#(23, 32)#(32, 35)#(35, 40)#(40, 111)#(111, 145)#(145, 148)#(148, 154)#(154, 155)#(155, 156)#(156, 159)
(1514, 2459)#(2459, 1219)#(1219, 2307)#(2307, 171)#(171, 3021)#(3021, 1538)#(1538, 4070)#(4070, 148)#(148, 3820)#(3820, 491)#(491, 1675)#(1675, 3858)#(3858, 2247)#(2247, 235)
(303, 1200)#(1200, 2218)#(2218, 2656)#(2656, 3102)#(3102, 827)#(827, 3448)#(3448, 148)#(148, 4781)#(4781, 3635)#(3635, 3698)#(3698, 4649)#(4649, 2775)#(2775, 4881)#(4881, 2361)
(1260, 1307)#(1307, 1219)#(1219, 2825)#(2825, 1626)#(1626, 148)#(148, 957)#(957, 4551)#(4551, 526)#(526, 1181)#(1181, 2876)#(2876, 4881)#(4881, 2242)#(2242, 4135)#(4135, 590)
(1375, 1514)#(1514, 3126)#(3126, 1542)#(1542, 3201)#(3201, 89)#(89, 427)#(427, 3924)#(3924, 148)#(148, 3881)#(3881, 1691)#(1691, 318)#(318, 846)#(846, 51)#(51, 2876)
(48, 133)#(133, 148)#(148, 151)#(151, 174)#(174, 205)#(205, 227)#(227, 236)#(236, 257)#(257, 259)#(259, 268)#(268, 280)#(280, 292)#(292, 293)#(293, 296)
(430, 2678)#(2678, 530)#(530, 3664)#(3664, 3536)#(3536, 4179)#(4179, 4276)#(4276, 1540)#(1540, 3550)#(3550, 3993)#(3993, 3547)#(3547, 3656)#(3656, 148)#(148, 3089)#(3089, 846)
(1198, 1690)#(1690, 148)#(148, 166)#(166, 2299)#(2299, 2546)#(2546, 111)#(111, 492)#(492, 586)#(586, 1947)#(1947, 473)#(473, 724)#(724, 1342)#(1342, 43)#(43, 376)
(3778, 1386)#(1386, 2258)#(2258, 2757)#(2757, 176)#(176, 216)#(216, 148)#(148, 3993)#(3993, 4789)#(4789, 2859)#(2859, 4141)#(4141, 3908)#(3908, 4012)#(4012, 2635)#(2635, 1947)
(1003, 3610)#(3610, 1085)#(1085, 1272)#(1272, 3338)#(3338, 2296)#(2296, 2253)#(2253, 1072)#(1072, 70)#(70, 305)#(305, 148)#(148, 1893)#(1893, 3598)#(3598, 2033)#(2033, 2187)
(2663, 205)#(205, 2743)#(2743, 3090)#(3090, 3179)#(3179, 3878)#(3878, 19)#(19, 3652)#(3652, 2320)#(2320, 3014)#(3014, 280)#(280, 3094)#(3094, 70)#(70, 3089)#(3089, 148)
(344, 23)#(23, 1620)#(1620, 4786)#(4786, 1316)#(1316, 474)#(474, 1242)#(1242, 230)#(230, 1074)#(1074, 2624)#(2624, 531)#(531, 1871)#(1871, 3393)#(3393, 148)#(148, 2775)
(2163, 1491)#(1491, 148)#(148, 2218)#(2218, 3916)#(3916, 1081)#(1081, 1077)#(1077, 141)#(141, 380)#(380, 208)#(208, 3978)#(3978, 1972)#(1972, 1072)#(1072, 4881)#(4881, 898)
(2499, 1537)#(1537, 108)#(108, 1381)#(1381, 1084)#(1084, 1386)#(1386, 427)#(427, 1929)#(1929, 373)#(373, 2604)#(2604, 2060)#(2060, 2001)#(2001, 2219)#(2219, 148)#(148, 1539)
(2346, 2518)#(2518, 66)#(66, 920)#(920, 148)#(148, 2589)#(2589, 4123)#(4123, 3397)#(3397, 2243)#(2243, 2070)#(2070, 846)#(846, 1198)#(1198, 1190)#(1190, 296)#(296, 293)
(1318, 954)#(954, 1236)#(1236, 2253)#(2253, 148)#(148, 2414)#(2414, 3397)#(3397, 2026)#(2026, 2689)#(2689, 4442)#(4442, 4753)#(4753, 4100)#(4100, 2876)#(2876, 846)#(846, 2775)
(2, 11)#(11, 17)#(17, 26)#(26, 71)#(71, 96)#(96, 113)#(113, 340)#(340, 605)#(605, 20)#(20, 23)#(23, 35)#(35, 40)#(40, 111)#(111, 148)
(2623, 2679)#(2679, 2775)#(2775, 2627)#(2627, 2635)#(2635, 2758)#(2758, 2744)#(2744, 2630)#(2630, 2636)#(2636, 2724)#(2724, 2752)#(2752, 148)#(148, 999)#(999, 1019)#(1019, 1737)
(2937, 3338)#(3338, 480)#(480, 380)#(380, 1323)#(1323, 698)#(698, 4923)#(4923, 3448)#(3448, 350)#(350, 1928)#(1928, 148)#(148, 2859)#(2859, 541)#(541, 1077)#(1077, 846)
(3529, 2312)#(2312, 1386)#(1386, 2579)#(2579, 1518)#(1518, 2636)#(2636, 148)#(148, 2483)#(2483, 4141)#(4141, 2451)#(2451, 999)#(999, 3457)#(3457, 1047)#(1047, 2285)#(2285, 2307)
(197, 1665)#(1665, 1276)#(1276, 2086)#(2086, 2949)#(2949, 1268)#(1268, 2080)#(2080, 2191)#(2191, 3402)#(3402, 440)#(440, 2289)#(2289, 148)#(148, 3580)#(3580, 4866)#(4866, 318)
(1795, 146)#(146, 2247)#(2247, 32)#(32, 2490)#(2490, 3171)#(3171, 2457)#(2457, 151)#(151, 3905)#(3905, 2835)#(2835, 3490)#(3490, 148)#(148, 45)#(45, 2618)#(2618, 667)
(3994, 1921)#(1921, 2191)#(2191, 2640)#(2640, 2634)#(2634, 148)#(148, 1839)#(1839, 3062)#(3062, 1400)#(1400, 3888)#(3888, 4147)#(4147, 1979)#(1979, 318)#(318, 51)#(51, 4871)
(22, 26)#(26, 36)#(36, 41)#(41, 69)#(69, 86)#(86, 106)#(106, 142)#(142, 20)#(20, 40)#(40, 148)#(148, 155)#(155, 163)#(163, 222)#(222, 223)
(2902, 2086)#(2086, 2024)#(2024, 1100)#(1100, 4276)#(4276, 176)#(176, 148)#(148, 3908)#(3908, 3182)#(3182, 51)#(51, 4881)#(4881, 2876)#(2876, 2242)#(2242, 2489)#(2489, 4135)
(479, 1521)#(1521, 1174)#(1174, 1281)#(1281, 3393)#(3393, 148)#(148, 1069)#(1069, 1880)#(1880, 1947)#(1947, 2680)#(2680, 318)#(318, 2277)#(2277, 2923)#(2923, 411)#(411, 440)
(1937, 2044)#(2044, 2341)#(2341, 148)#(148, 4862)#(4862, 3506)#(3506, 3934)#(3934, 361)#(361, 3402)#(3402, 4135)#(4135, 4901)#(4901, 318)#(318, 1175)#(1175, 1221)#(1221, 355)
(837, 2798)#(2798, 267)#(267, 3771)#(3771, 800)#(800, 3358)#(3358, 4640)#(4640, 412)#(412, 3710)#(3710, 3928)#(3928, 148)#(148, 1814)#(1814, 2876)#(2876, 1648)#(1648, 2489)
(1192, 1074)#(1074, 3094)#(3094, 3162)#(3162, 148)#(148, 1127)#(1127, 3391)#(3391, 4587)#(4587, 4917)#(4917, 296)#(296, 355)#(355, 318)#(318, 111)#(111, 51)#(51, 343)
(1187, 894)#(894, 1942)#(1942, 1794)#(1794, 2990)#(2990, 112)#(112, 148)#(148, 260)#(260, 2314)#(2314, 823)#(823, 898)#(898, 1174)#(1174, 846)#(846, 1176)#(1176, 905)
(1276, 1378)#(1378, 2490)#(2490, 1999)#(1999, 2988)#(2988, 1997)#(1997, 1881)#(1881, 3464)#(3464, 2950)#(2950, 148)#(148, 3071)#(3071, 2055)#(2055, 2876)#(2876, 4901)#(4901, 355)
(4786, 896)#(896, 2254)#(2254, 2459)#(2459, 2419)#(2419, 1386)#(1386, 2722)#(2722, 2001)#(2001, 148)#(148, 4548)#(4548, 4903)#(4903, 1664)#(1664, 4217)#(4217, 1042)#(1042, 4788)
(148, 1567)#(1567, 1995)#(1995, 479)#(479, 46)#(46, 316)#(316, 1078)#(1078, 2208)#(2208, 3006)#(3006, 540)#(540, 740)#(740, 910)#(910, 1174)#(1174, 1177)#(1177, 1191)
(357, 447)#(447, 148)#(148, 1252)#(1252, 2976)#(2976, 3481)#(3481, 2278)#(2278, 2876)#(2876, 1545)#(1545, 306)#(306, 2051)#(2051, 2936)#(2936, 2873)#(2873, 3058)#(3058, 1353)
(1318, 1866)#(1866, 440)#(440, 3064)#(3064, 2044)#(2044, 2253)#(2253, 2296)#(2296, 4923)#(4923, 148)#(148, 1321)#(1321, 1315)#(1315, 239)#(239, 2912)#(2912, 3887)#(3887, 846)
(2419, 2870)#(2870, 1379)#(1379, 755)#(755, 3214)#(3214, 3917)#(3917, 2725)#(2725, 148)#(148, 1269)#(1269, 4788)#(4788, 800)#(800, 2247)#(2247, 740)#(740, 2876)#(2876, 2489)
(2349, 2485)#(2485, 148)#(148, 1315)#(1315, 4933)#(4933, 3949)#(3949, 4963)#(4963, 3774)#(3774, 1731)#(1731, 296)#(296, 355)#(355, 590)#(590, 479)#(479, 318)#(318, 111)
(2603, 1317)#(1317, 2219)#(2219, 3792)#(3792, 70)#(70, 920)#(920, 3183)#(3183, 2709)#(2709, 1201)#(1201, 2725)#(2725, 4773)#(4773, 3366)#(3366, 3656)#(3656, 4398)#(4398, 148)
(148, 1539)#(1539, 3698)#(3698, 318)#(318, 355)#(355, 586)#(586, 2)#(2, 770)#(770, 526)#(526, 48)#(48, 1245)#(1245, 2679)#(2679, 1531)#(1531, 1215)#(1215, 4215)
(1379, 3338)#(3338, 3189)#(3189, 2712)#(2712, 3878)#(3878, 1568)#(1568, 2780)#(2780, 148)#(148, 1059)#(1059, 2377)#(2377, 3391)#(3391, 1673)#(1673, 4612)#(4612, 3807)#(3807, 4881)
(371, 2641)#(2641, 2345)#(2345, 2825)#(2825, 19)#(19, 3446)#(3446, 290)#(290, 70)#(70, 2893)#(2893, 148)#(148, 2859)#(2859, 3703)#(3703, 1706)#(1706, 1979)#(1979, 4396)
(1245, 602)#(602, 1187)#(1187, 2209)#(2209, 1664)#(1664, 846)#(846, 2242)#(2242, 148)#(148, 343)#(343, 1349)#(1349, 1716)#(1716, 2093)#(2093, 237)#(237, 2289)#(2289, 2290)
(20, 111)#(111, 148)#(148, 151)#(151, 154)#(154, 343)#(343, 348)#(348, 409)#(409, 433)#(433, 589)#(589, 48)#(48, 161)#(161, 162)#(162, 171)#(171, 173)
(326, 2277)#(2277, 2064)#(2064, 2028)#(2028, 3163)#(3163, 2789)#(2789, 2976)#(2976, 1228)#(1228, 3016)#(3016, 2656)#(2656, 1965)#(1965, 1624)#(1624, 3084)#(3084, 827)#(827, 148)
(2499, 3778)#(3778, 2284)#(2284, 3721)#(3721, 2346)#(2346, 3352)#(3352, 360)#(360, 997)#(997, 148)#(148, 1893)#(1893, 1475)#(1475, 3503)#(3503, 4147)#(4147, 3164)#(3164, 318)
(25, 3126)#(3126, 2149)#(2149, 2053)#(2053, 89)#(89, 3214)#(3214, 176)#(176, 148)#(148, 2431)#(2431, 4123)#(4123, 2365)#(2365, 239)#(239, 2744)#(2744, 3166)#(3166, 3963)
(2006, 4148)#(4148, 1386)#(1386, 1459)#(1459, 3016)#(3016, 3657)#(3657, 3180)#(3180, 2060)#(2060, 827)#(827, 3244)#(3244, 4773)#(4773, 148)#(148, 2171)#(2171, 3877)#(3877, 3598)
(554, 1866)#(1866, 2403)#(2403, 2903)#(2903, 427)#(427, 176)#(176, 2256)#(2256, 148)#(148, 492)#(492, 4532)#(4532, 170)#(170, 668)#(668, 1910)#(1910, 1944)#(1944, 1251)
(2408, 3423)#(3423, 3773)#(3773, 4627)#(4627, 1011)#(1011, 1538)#(1538, 1884)#(1884, 2903)#(2903, 3020)#(3020, 2579)#(2579, 3352)#(3352, 4252)#(4252, 148)#(148, 2725)#(2725, 2910)
(3332, 1257)#(1257, 2196)#(2196, 885)#(885, 2373)#(2373, 2788)#(2788, 30)#(30, 1939)#(1939, 1876)#(1876, 1937)#(1937, 2312)#(2312, 148)#(148, 4260)#(4260, 2540)#(2540, 3271)
(2278, 2232)#(2232, 1662)#(1662, 1677)#(1677, 1075)#(1075, 566)#(566, 1025)#(1025, 148)#(148, 505)#(505, 1639)#(1639, 605)#(605, 508)#(508, 1628)#(1628, 537)#(537, 1255)
(1624, 176)#(176, 216)#(216, 3417)#(3417, 148)#(148, 2387)#(2387, 536)#(536, 3647)#(3647, 2883)#(2883, 980)#(980, 2619)#(2619, 322)#(322, 3938)#(3938, 2187)#(2187, 3754)
(2064, 326)#(326, 2396)#(2396, 1381)#(1381, 2296)#(2296, 2389)#(2389, 2446)#(2446, 2329)#(2329, 2908)#(2908, 24)#(24, 2910)#(2910, 148)#(148, 404)#(404, 3505)#(3505, 318)
(4480, 1074)#(1074, 2408)#(2408, 3090)#(3090, 4219)#(4219, 2284)#(2284, 61)#(61, 4208)#(4208, 1518)#(1518, 2774)#(2774, 148)#(148, 2907)#(2907, 3092)#(3092, 48)#(48, 1567)
(159, 1942)#(1942, 1044)#(1044, 1375)#(1375, 2345)#(2345, 273)#(273, 303)#(303, 148)#(148, 1678)#(1678, 627)#(627, 2042)#(2042, 4064)#(4064, 296)#(296, 355)#(355, 590)
(1182, 899)#(899, 885)#(885, 1109)#(1109, 1262)#(1262, 837)#(837, 3467)#(3467, 1003)#(1003, 1105)#(1105, 1229)#(1229, 148)#(148, 3942)#(3942, 2033)#(2033, 3881)#(3881, 4684)
(1320, 1441)#(1441, 2346)#(2346, 378)#(378, 824)#(824, 3029)#(3029, 3803)#(3803, 2045)#(2045, 70)#(70, 2485)#(2485, 148)#(148, 1807)#(1807, 1703)#(1703, 2247)#(2247, 2775)
(136, 1660)#(1660, 4148)#(4148, 1757)#(1757, 2636)#(2636, 2328)#(2328, 518)#(518, 2045)#(2045, 2579)#(2579, 24)#(24, 1568)#(1568, 148)#(148, 404)#(404, 1893)#(1893, 3505)
(2284, 2013)#(2013, 4276)#(4276, 2346)#(2346, 2053)#(2053, 378)#(378, 4037)#(4037, 1009)#(1009, 3201)#(3201, 66)#(66, 176)#(176, 70)#(70, 148)#(148, 318)#(318, 846)
(2499, 3911)#(3911, 560)#(560, 1386)#(1386, 2056)#(2056, 4923)#(4923, 3180)#(3180, 2720)#(2720, 3102)#(3102, 1736)#(1736, 3448)#(3448, 2236)#(2236, 148)#(148, 3917)#(3917, 3877)
(111, 148)#(148, 151)#(151, 154)#(154, 222)#(222, 343)#(343, 409)#(409, 412)#(412, 419)#(419, 426)#(426, 431)#(431, 585)#(585, 589)#(589, 592)#(592, 23)
